image,action
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_40 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_41 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_41 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_41 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_43 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_43 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_43 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_44 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_44 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_44 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_44 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_44 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_44 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_45 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_45 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_45 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_45 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_46 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_46 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_46 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_46 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_47 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_47 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_47 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_47 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_47 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_47 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_5 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_5 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_51 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_51 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_51 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_53 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_53 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_53 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_53 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_54 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_54 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_54 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_54 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_55 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_55 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_55 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_55 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_58 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_58 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_58 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_6 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_6 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_6 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_6 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_6 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_6 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_60 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_60 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_60 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_60 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_62 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_62 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_62 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_62 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_63 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_63 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_63 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_63 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_64 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_64 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_64 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_64 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_65 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_65 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_65 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_67 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_67 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_67 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_67 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_69 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_69 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_69 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_69 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_7 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_7 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_7 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_7 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_7 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_70 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_70 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_70 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_70 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_71 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_71 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_71 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_71 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_73 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_73 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_73 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_74 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_74 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_74 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_74 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_74 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_77 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_77 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_77 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_77 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_77 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_78 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_78 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_78 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_78 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_80 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_80 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_80 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_80 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_80 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_80 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_81 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_81 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_81 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_81 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_81 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_82 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_82 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_82 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_84 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_84 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_84 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_85 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_85 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_85 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_9 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_9 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_9 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_9 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_90 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_90 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_90 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_90 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_92 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_92 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_92 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_92 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_92 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_95 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_95 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_95 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_95 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_96 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_96 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame0_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame1_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame2_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame3_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame4_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame5_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame6_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame7_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\smoke_99 _frame8_smoke.jpg,smoke
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_01_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_01_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_01_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_02_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_02_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_02_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_02_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponbizon_02_frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm249_01_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm249_01_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm249_01_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm249_01_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_01_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_01_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_01_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_05_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_05_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_06_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_06_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_06_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_07_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_07_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_07_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_07_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_09_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_09_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_09_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponm4_09_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_02_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_02_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_02_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_02_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_02_frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_03_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_03_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_03_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_03_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_03_frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (2)_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (2)_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (2)_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (2)_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (2)_frame4_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (3)_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (3)_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (3)_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_100 (3)_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_11_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_11_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_11_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_11_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_14_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_14_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_14_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_15_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_15_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_15_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_15_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_16_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_16_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_16_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_16_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_17_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_17_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_17_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_18_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_18_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_18_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_19_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_19_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_19_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_20_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_20_frame1_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_20_frame2_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponmp7_20_frame3_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponp2000_11_frame0_NoAction.jpg,NoAction
F:/Personal/CSGO-Video-Analysis/Video Analysis/Data\train_frames\weaponp2000_11_frame1_NoAction.jpg,NoAction
